"index","reachListId","duplicate"
216,"670bdfa8b4185e001da9d373","No"
217,"675ae78b405558001d6ef201","No"
218,"67a4ebc9d8a75f001dd0315a","No"
219,"67262fa7de0b15001d990b25","No"
220,"6773d45f56d68b001d5bf6fb","No"
221,"67ccccaa7d8ecc001deea393","No"
222,"66fc31b08697b2001d0f6cae","No"
223,"67290a7fcdca36001d952f51","No"
224,"677bdd0f74ec97001d4cb49f","No"
225,"671a329bdd4b3c001ec53fc7","No"
226,"6756dff71b5317001d0b9d6e","No"
227,"67698b2a863148001d6deedf","No"
228,"652e98821fe97c001d89fa1b","No"
229,"636482a272e59f001fa1bb49","No"
230,"6795291c3a0e2b001d7c9dd9","No"
231,"67bca7a0c5ef56001d50fd36","No"
232,"67279172683747001d6e1beb","No"
233,"67adf2fba78cd3001db59c1a","No"
234,"67bdce4fb09cd8001d2795cc","No"
235,"67ccbe497d8ecc001de936d3","No"
236,"674c89add0b9bc001d91a77e","No"
237,"679b9db5cd74c4001d73f537","No"
238,"67d1cab60cef77001e442a1a","No"
239,"6544149554d5f7001d11918c","No"
240,"635ec11c72e59f001f73e8bf","No"
241,"674efb1c4ad316001db99166","No"
242,"67d9d820c75c77001de2caa7","No"
243,"6735f85d664b20001dbae5f5","No"
244,"6743524e3972ee001d0a4e59","No"
245,"6730d75d42a9d8001e88d4a9","No"
246,"672fab2ff4b082001cfac3d3","No"
247,"67264869de0b15001da1b323","No"
248,"6536b001ff0dd7001d769c78","No"
249,"6772cedb34f5aa001d17aed7","No"
250,"679faae0231aab001cc73325","No"
251,"67b5ec3890432a001ddbae90","No"
252,"67b8ba9e6b6cca001dfee763","No"
253,"67192b9bdd4b3c001e8f0c4f","No"
254,"675f1acdaa7a76001c7804c8","No"
255,"67a4f083d8a75f001dd2c9a4","No"
256,"6364820e72e59f001fa1af1e","No"
257,"66f7eae6cbfbeb001d8e4b6c","No"
258,"67ace51394217c001d059182","No"
259,"6585cd5cfc136c001de94a3d","No"
260,"67448aa3a0c296001d5306c3","No"
261,"67aa34c1d8a75f001d36b939","No"
262,"67c37e58be9715001df67ea2","No"
263,"67c8a6788f20a1001d3ad749","No"
264,"67f15c0b3dc3ea001d142b18","No"
265,"67ac90d394217c001de5d69f","No"
266,"67b361f7a991bf001d6f4018","No"
267,"67bf202c959f06001ce5ddb6","No"
268,"676fe825a605ce001d4b6b69","No"
269,"6783b87f67b792001d97f217","No"
270,"67acb58294217c001df3e474","No"
271,"63f3cc7bde8c4b001d3a1169","No"
272,"67d09831b15be2001c48883b","No"
273,"67e04b823620b3001db6bb87","No"
274,"6787cc205827b1001dce8f38","No"
275,"67922eda66798f001d0cde0b","No"
276,"67e7c104b76cd1001c409e7f","No"
277,"62ffa1162f6050001d54eccb","No"
278,"679d1c810a6b19001dcb8fed","No"
279,"670aba88465c00001dcde893","No"
280,"6717b060dd4b3c001e4083ab","No"
281,"672a424ba7f29d001deb31c4","No"
282,"676fea19042acf001d28054e","No"
283,"67387c74eb99e1001dafc5d9","No"
284,"63cc0593911a70001dfdf185","Yes"
